Variant,LevelMacroF1,EntryF1,BlockF1,SliceF1,Seed,Scenario
NoBlock,0.989874023281773,0.979748046563547,NaN,1,20270021,ES
NoSlice,0.489874023281773,0.979748046563547,NaN,0,20270021,ES
FullHCL,0.991334913757868,NaN,0.982669827515736,1,20270021,BS
Flat,0,NaN,0,0,20270021,BS
EntryOnly,0,NaN,0,0,20270021,BS
NoBlock,0.5,NaN,0,1,20270021,BS
NoSlice,0.327066441747837,NaN,0.654132883495674,0,20270021,BS
FullHCL,0.979262353403434,0.957893051552994,0.979894008657308,1,20270021,EBS
Flat,0.11054435538283,0.33163306614849,0,0,20270021,EBS
EntryOnly,0.110538388881393,0.331615166644178,0,0,20270021,EBS
NoBlock,0.498714687554676,0.496144062664029,0,1,20270021,EBS
NoSlice,0.537472623727238,0.957893051552994,0.654524819628719,0,20270021,EBS
FullHCL,0.955925849955019,0.933792455783378,0.97805924412666,NaN,20270022,EB
Flat,0.246499498495486,0.492998996990973,0,NaN,20270022,EB
EntryOnly,0.24634136562287,0.49268273124574,0,NaN,20270022,EB
NoBlock,0.24634136562287,0.49268273124574,0,NaN,20270022,EB
NoSlice,0.955925849955019,0.933792455783378,0.97805924412666,NaN,20270022,EB
FullHCL,0.988860598345003,0.977721196690006,NaN,1,20270022,ES
Flat,0.247183778564532,0.494367557129063,NaN,0,20270022,ES
EntryOnly,0.247183778564532,0.494367557129063,NaN,0,20270022,ES
NoBlock,0.988860598345003,0.977721196690006,NaN,1,20270022,ES
NoSlice,0.488860598345003,0.977721196690006,NaN,0,20270022,ES
FullHCL,0.991624721511676,NaN,0.983249443023352,1,20270022,BS
Flat,0,NaN,0,0,20270022,BS
EntryOnly,0,NaN,0,0,20270022,BS
NoBlock,0.5,NaN,0,1,20270022,BS
NoSlice,0.326233368011827,NaN,0.652466736023654,0,20270022,BS
FullHCL,0.979259566687546,0.957938673944453,0.979840026118185,1,20270022,EBS
Flat,0.110918544194107,0.332755632582322,0,0,20270022,EBS
EntryOnly,0.110912537232602,0.332737611697807,0,0,20270022,EBS
NoBlock,0.499553607661716,0.498660822985147,0,1,20270022,EBS
NoSlice,0.536842064323443,0.957938673944453,0.652587519025875,0,20270022,EBS
FullHCL,0.957887328627194,0.937118723603942,0.978655933650445,NaN,20270023,EB
Flat,0.245996156310058,0.491992312620115,0,NaN,20270023,EB
EntryOnly,0.245809161832366,0.491618323664733,0,NaN,20270023,EB
NoBlock,0.245809161832366,0.491618323664733,0,NaN,20270023,EB
NoSlice,0.957887328627194,0.937118723603942,0.978655933650445,NaN,20270023,EB
FullHCL,0.988394276629571,0.976788553259141,NaN,1,20270023,ES
Flat,0.247064500562972,0.494129001125945,NaN,0,20270023,ES
EntryOnly,0.247064500562972,0.494129001125945,NaN,0,20270023,ES
NoBlock,0.988394276629571,0.976788553259141,NaN,1,20270023,ES
NoSlice,0.488394276629571,0.976788553259141,NaN,0,20270023,ES
FullHCL,0.991562909567497,NaN,0.983125819134993,1,20270023,BS
Flat,0,NaN,0,0,20270023,BS
EntryOnly,0,NaN,0,0,20270023,BS
NoBlock,0.5,NaN,0,1,20270023,BS
NoSlice,0.32699433304272,NaN,0.65398866608544,0,20270023,BS
FullHCL,0.978260251194306,0.955719557195572,0.979061196387348,1,20270023,EBS
Flat,0.110621978556189,0.331865935668566,0,0,20270023,EBS
EntryOnly,0.110604055842087,0.33181216752626,0,0,20270023,EBS
NoBlock,0.498861722906985,0.496585168720954,0,1,20270023,EBS
NoSlice,0.536480646723231,0.955719557195572,0.65372238297412,0,20270023,EBS
FullHCL,0.957283233032709,0.936250294048459,0.978316172016959,NaN,20270024,EB
Flat,0.245377211549982,0.490754423099964,0,NaN,20270024,EB
EntryOnly,0.245191156516881,0.490382313033762,0,NaN,20270024,EB
NoBlock,0.245191156516881,0.490382313033762,0,NaN,20270024,EB
NoSlice,0.957283233032709,0.936250294048459,0.978316172016959,NaN,20270024,EB
FullHCL,0.99014758675708,0.98029517351416,NaN,1,20270024,ES
Flat,0.247512387704951,0.495024775409902,NaN,0,20270024,ES
EntryOnly,0.247512387704951,0.495024775409902,NaN,0,20270024,ES
NoBlock,0.99014758675708,0.98029517351416,NaN,1,20270024,ES
NoSlice,0.49014758675708,0.98029517351416,NaN,0,20270024,ES
FullHCL,0.991347062934188,NaN,0.982694125868377,1,20270024,BS
Flat,0,NaN,0,0,20270024,BS
EntryOnly,0,NaN,0,0,20270024,BS
NoBlock,0.5,NaN,0,1,20270024,BS
NoSlice,0.326450908097774,NaN,0.652901816195548,0,20270024,BS
FullHCL,0.979190112722567,0.95801007758138,0.979560260586319,1,20270024,EBS
Flat,0.11077755240027,0.332332657200811,0,0,20270024,EBS
EntryOnly,0.110765569647638,0.332296708942914,0,0,20270024,EBS
NoBlock,0.499223738744212,0.497671216232635,0,1,20270024,EBS
NoSlice,0.536969490327098,0.95801007758138,0.652898393399913,0,20270024,EBS
FullHCL,0.949900356897901,0.921324095458045,0.978476618337758,NaN,20270025,EB
Flat,0.244430299172502,0.488860598345003,0,NaN,20270025,EB
EntryOnly,0.244245676803816,0.488491353607633,0,NaN,20270025,EB
NoBlock,0.244245676803816,0.488491353607633,0,NaN,20270025,EB
NoSlice,0.949900356897901,0.921324095458045,0.978476618337758,NaN,20270025,EB
FullHCL,0.987928843710292,0.975857687420585,NaN,1,20270025,ES
Flat,0.246945337620579,0.493890675241158,NaN,0,20270025,ES
EntryOnly,0.246945337620579,0.493890675241158,NaN,0,20270025,ES
NoBlock,0.987928843710292,0.975857687420585,NaN,1,20270025,ES
NoSlice,0.487928843710292,0.975857687420585,NaN,0,20270025,ES
FullHCL,0.99244193191594,NaN,0.984883863831879,1,20270025,BS
Flat,0,NaN,0,0,20270025,BS
EntryOnly,0,NaN,0,0,20270025,BS
NoBlock,0.5,NaN,0,1,20270025,BS
NoSlice,0.327556609171912,NaN,0.655113218343824,0,20270025,BS
FullHCL,0.979459448247651,0.958002087850317,0.980376256892637,1,20270025,EBS
Flat,0.11067279113753,0.332018373412591,0,0,20270025,EBS
EntryOnly,0.110651862657698,0.331955587973093,0,0,20270025,EBS
NoBlock,0.498968822030814,0.496906466092442,0,1,20270025,EBS
NoSlice,0.537454834652567,0.958002087850317,0.654362416107383,0,20270025,EBS
FullHCL,0.959367795677371,0.939044481054366,0.979691110300377,NaN,20270026,EB
Flat,0.24582883207298,0.491657664145961,0,NaN,20270026,EB
EntryOnly,0.245642091795938,0.491284183591876,0,NaN,20270026,EB
NoBlock,0.245642091795938,0.491284183591876,0,NaN,20270026,EB
NoSlice,0.959367795677371,0.939044481054366,0.979691110300377,NaN,20270026,EB
FullHCL,0.989522747191459,0.979045494382918,NaN,1,20270026,ES
Flat,0.247352953017432,0.494705906034865,NaN,0,20270026,ES
EntryOnly,0.247352953017432,0.494705906034865,NaN,0,20270026,ES
NoBlock,0.989522747191459,0.979045494382918,NaN,1,20270026,ES
NoSlice,0.489522747191459,0.979045494382918,NaN,0,20270026,ES
FullHCL,0.992019203151286,NaN,0.984038406302573,1,20270026,BS
Flat,0,NaN,0,0,20270026,BS
EntryOnly,0,NaN,0,0,20270026,BS
NoBlock,0.5,NaN,0,1,20270026,BS
NoSlice,0.327095665457323,NaN,0.654191330914646,0,20270026,BS
FullHCL,0.980201684468996,0.959801409352979,0.98080364405401,1,20270026,EBS
Flat,0.110747600378532,0.332242801135596,0,0,20270026,EBS
EntryOnly,0.11073861793014,0.332215853790419,0,0,20270026,EBS
NoBlock,0.499163292847503,0.49748987854251,0,1,20270026,EBS
NoSlice,0.537925631587848,0.959801409352979,0.653975485410565,0,20270026,EBS
FullHCL,0.959710343709498,0.93875313283208,0.980667554586915,NaN,20270027,EB
Flat,0.245103123628675,0.49020624725735,0,NaN,20270027,EB
EntryOnly,0.244927247358979,0.489854494717959,0,NaN,20270027,EB
NoBlock,0.244927247358979,0.489854494717959,0,NaN,20270027,EB
NoSlice,0.959710343709498,0.93875313283208,0.980667554586915,NaN,20270027,EB
FullHCL,0.988742143368605,0.977484286737211,NaN,1,20270027,ES
Flat,0.247163890900314,0.494327781800628,NaN,0,20270027,ES
EntryOnly,0.247163890900314,0.494327781800628,NaN,0,20270027,ES
NoBlock,0.988782816229117,0.977565632458234,NaN,1,20270027,ES
NoSlice,0.488742143368605,0.977484286737211,NaN,0,20270027,ES
FullHCL,0.991631885615108,NaN,0.983263771230216,1,20270027,BS
Flat,0,NaN,0,0,20270027,BS
EntryOnly,0,NaN,0,0,20270027,BS
NoBlock,0.5,NaN,0,1,20270027,BS
NoSlice,0.326061336914517,NaN,0.652122673829035,0,20270027,BS
FullHCL,0.97958984583423,0.95821682511784,0.980552712384852,1,20270027,EBS
Flat,0.110924551806315,0.332773655418946,0,0,20270027,EBS
EntryOnly,0.110912537232602,0.332737611697807,0,0,20270027,EBS
NoBlock,0.499553607661716,0.498660822985147,0,1,20270027,EBS
NoSlice,0.536858100223819,0.95821682511784,0.652357475553619,0,20270027,EBS
FullHCL,0.921134281880026,0.862671750233796,0.979596813526256,NaN,20270028,EB
Flat,0.234898302492736,0.469796604985472,0,NaN,20270028,EB
EntryOnly,0.234638151613519,0.469276303227038,0,NaN,20270028,EB
NoBlock,0.234638151613519,0.469276303227038,0,NaN,20270028,EB
NoSlice,0.921134281880026,0.862671750233796,0.979596813526256,NaN,20270028,EB
FullHCL,0.989913085080935,0.979826170161869,NaN,1,20270028,ES
Flat,0.247452575617222,0.494905151234444,NaN,0,20270028,ES
EntryOnly,0.247452575617222,0.494905151234444,NaN,0,20270028,ES
NoBlock,0.989913085080935,0.979826170161869,NaN,1,20270028,ES
NoSlice,0.489913085080935,0.979826170161869,NaN,0,20270028,ES
FullHCL,0.991147703355206,NaN,0.982295406710412,1,20270028,BS
Flat,0,NaN,0,0,20270028,BS
EntryOnly,0,NaN,0,0,20270028,BS
NoBlock,0.5,NaN,0,1,20270028,BS
NoSlice,0.32588515567239,NaN,0.651770311344779,0,20270028,BS
FullHCL,0.97926285937787,0.958176729308277,0.979611848825332,1,20270028,EBS
Flat,0.110903528010181,0.332710584030542,0,0,20270028,EBS
EntryOnly,0.110882512181917,0.33264753654575,0,0,20270028,EBS
NoBlock,0.49948618097247,0.49845854291741,0,1,20270028,EBS
NoSlice,0.536784730114156,0.958176729308277,0.652177461034192,0,20270028,EBS
FullHCL,0.959003717145914,0.937876064702665,0.980131369589164,NaN,20270029,EB
Flat,0.246232766912472,0.492465533824944,0,NaN,20270029,EB
EntryOnly,0.246035559827006,0.492071119654013,0,NaN,20270029,EB
NoBlock,0.246035559827006,0.492071119654013,0,NaN,20270029,EB
NoSlice,0.959003717145914,0.937876064702665,0.980131369589164,NaN,20270029,EB
FullHCL,0.988351753200286,0.976703506400572,NaN,1,20270029,ES
Flat,0.247074435999517,0.494148871999035,NaN,0,20270029,ES
EntryOnly,0.247074435999517,0.494148871999035,NaN,0,20270029,ES
NoBlock,0.988433102790365,0.97686620558073,NaN,1,20270029,ES
NoSlice,0.488351753200286,0.976703506400572,NaN,0,20270029,ES
FullHCL,0.991729385493342,NaN,0.983458770986684,1,20270029,BS
Flat,0,NaN,0,0,20270029,BS
EntryOnly,0,NaN,0,0,20270029,BS
NoBlock,0.5,NaN,0,1,20270029,BS
NoSlice,0.326048807238826,NaN,0.652097614477653,0,20270029,BS
FullHCL,0.980460089931669,0.960506288552431,0.980873981242577,1,20270029,EBS
Flat,0.111014744145707,0.333044232437121,0,0,20270029,EBS
EntryOnly,0.1110027100271,0.333008130081301,0,0,20270029,EBS
NoBlock,0.499756216479766,0.499268649439298,0,1,20270029,EBS
NoSlice,0.537668649333124,0.960506288552431,0.652499659446942,0,20270029,EBS
FullHCL,0.959391488454214,0.937842492563019,0.980940484345408,NaN,20270030,EB
Flat,0.24468339307049,0.48936678614098,0,NaN,20270030,EB
EntryOnly,0.244478930404679,0.488957860809359,0,NaN,20270030,EB
NoBlock,0.244478930404679,0.488957860809359,0,NaN,20270030,EB
NoSlice,0.959391488454214,0.937842492563019,0.980940484345408,NaN,20270030,EB
FullHCL,0.989909866794289,0.979819733588578,NaN,1,20270030,ES
Flat,0.247472509767592,0.494945019535183,NaN,0,20270030,ES
EntryOnly,0.247472509767592,0.494945019535183,NaN,0,20270030,ES
NoBlock,0.989991227370604,0.979982454741207,NaN,1,20270030,ES
NoSlice,0.489909866794289,0.979819733588578,NaN,0,20270030,ES
FullHCL,0.991959695661115,NaN,0.983919391322229,1,20270030,BS
Flat,0,NaN,0,0,20270030,BS
EntryOnly,0,NaN,0,0,20270030,BS
NoBlock,0.5,NaN,0,1,20270030,BS
NoSlice,0.326803813895036,NaN,0.653607627790072,0,20270030,BS
FullHCL,0.978641085181557,0.956836267181095,0.979086988363577,1,20270030,EBS
Flat,0.110843503910373,0.332530511731118,0,0,20270030,EBS
EntryOnly,0.110837505073738,0.332512515221215,0,0,20270030,EBS
NoBlock,0.499385143444008,0.498155430332023,0,1,20270030,EBS
NoSlice,0.536526210473049,0.956836267181095,0.652742364238051,0,20270030,EBS
