Scenario,Seed,Method,DetectionF1,GranularityMacroF1,CleanFPR,PrecisionEntry,RecallEntry,F1Entry,PrecisionBlock,RecallBlock,F1Block,PrecisionSlice,RecallSlice,F1Slice
EB,20270015,FullHCL,0.992113310799936,0.960883665316846,0.00281641567996321,0.909049567985448,0.97607421875,0.941370379091123,0.986791369267372,0.974084872044056,0.980396951542568,NaN,NaN,NaN
EBS,20270015,DirectFlat,0.999430736951678,0.111008726760258,0.000379790789530796,0.199778890550823,1,0.333026180280774,0,0,0,NaN,0,0
EBS,20270015,CalibratedFlat,0.999430736951678,0.987221028203913,0.000379790789530796,0.994902293967715,0.952962239583333,0.973480754842464,0.976640711902113,1,0.988182329769274,1,1,1
EBS,20270015,FullHCL,0.999430736951678,0.979667583324426,0.000379790789530796,0.945428661815881,0.972819010416667,0.958928284935023,0.985842456169232,0.974373576309795,0.980074465038255,1,1,1
ES,20270015,DirectFlat,0.992541934789047,0.247213616062447,0.00265203737745098,0.328398097172484,1,0.494427232124894,NaN,NaN,NaN,NaN,0,0
ES,20270015,CalibratedFlat,0.992541934789047,0.988977317946677,0.00265203737745098,0.956860302133624,1,0.977954635893355,NaN,NaN,NaN,1,1,1
ES,20270015,FullHCL,0.992541934789047,0.988977317946677,0.00265203737745098,0.956860302133624,1,0.977954635893355,NaN,NaN,NaN,1,1,1
BS,20270016,DirectFlat,0.99813538710985,0,0.000936329588014981,0,NaN,0,0,0,0,NaN,0,0
BS,20270016,CalibratedFlat,0.99813538710985,0.999777174573593,0.000936329588014981,0,NaN,0,0.9991090953268,1,0.999554349147186,1,1,1
BS,20270016,FullHCL,0.99813538710985,0.990923343510191,0.000936329588014981,0,NaN,0,0.999747941522433,0.964575226977951,0.981846687020381,1,1,1
EB,20270016,DirectFlat,0.992974238875878,0.247392792430038,0.00249913822819717,0.328714354502167,1,0.494785584860077,0,0,0,NaN,NaN,NaN
EB,20270016,CalibratedFlat,0.992974238875878,0.973826495676683,0.00249913822819717,0.961104755679033,0.957194010416667,0.959145396721846,0.977276338789131,1,0.98850759463152,NaN,NaN,NaN
EB,20270016,FullHCL,0.992974238875878,0.959433822113202,0.00249913822819717,0.912444512475126,0.97021484375,0.940443322552654,0.983568846533027,0.973333333333333,0.97842432167375,NaN,NaN,NaN
EBS,20270016,DirectFlat,0.999464015982069,0.110882512181917,0.000358259510161542,0.199506429406416,1,0.33264753654575,0,0,0,NaN,0,0
EBS,20270016,CalibratedFlat,0.999464015982069,0.988106932651632,0.000358259510161542,0.995593220338983,0.9560546875,0.975423447359681,0.97803853167367,1,0.988897350595214,1,1,1
EBS,20270016,FullHCL,0.999464015982069,0.977415044175061,0.000358259510161542,0.937117766975067,0.97265625,0.954556345339829,0.985744891232696,0.969763294422827,0.977688787185355,1,1,1
ES,20270016,DirectFlat,0.993745956437352,0.247662044501774,0.00222120098039216,0.329189884269181,1,0.495324089003547,NaN,NaN,NaN,NaN,0,0
ES,20270016,CalibratedFlat,0.993745956437352,0.990653459019013,0.00222120098039216,0.963602133668026,0.999674479166667,0.981306918038025,0,NaN,0,1,1,1
ES,20270016,FullHCL,0.993745956437352,0.99073482428115,0.00222120098039216,0.963613550815558,1,0.9814696485623,NaN,NaN,NaN,1,1,1
BS,20270017,DirectFlat,0.997824159883955,0,0.00110073790207509,0,NaN,0,0,0,0,NaN,0,0
BS,20270017,CalibratedFlat,0.997824159883955,0.999759653901618,0.00110073790207509,0,NaN,0,0.999039077514414,1,0.999519307803237,1,1,1
BS,20270017,FullHCL,0.997824159883955,0.99185468762727,0.00110073790207509,0,NaN,0,0.999917204835238,0.968018595703751,0.983709375254541,1,1,1
EB,20270017,DirectFlat,0.91139989643183,0.219350232059979,0.0344157088122605,0.28098417634684,1,0.438700464119957,0,0,0,NaN,NaN,NaN
EB,20270017,CalibratedFlat,0.91139989643183,0.880464426836503,0.0344157088122605,0.842535168658297,0.906575520833333,0.873382987063896,0.797826930539387,1,0.887545866609109,NaN,NaN,NaN
EB,20270017,FullHCL,0.91139989643183,0.866415818603608,0.0344157088122605,0.701472877499701,0.953450520833333,0.808278716798896,0.877860370208424,0.976491569390402,0.92455292040832,NaN,NaN,NaN
EBS,20270017,DirectFlat,0.999304870754458,0.110428124663,0.000467533597181751,0.198526560682435,1,0.331284373989,0,0,0,NaN,0,0
EBS,20270017,CalibratedFlat,0.999304870754458,0.98756045110849,0.000467533597181751,0.993564775613887,0.954915364583333,0.973856751597643,0.977896221978367,1,0.988824601727827,1,1,1
EBS,20270017,FullHCL,0.999304870754458,0.979030835614327,0.000467533597181751,0.941584002519288,0.973307291666667,0.95718287314926,0.98643599740091,0.973469060596345,0.979909633693723,1,1,1
ES,20270017,DirectFlat,0.993237235619022,0.247472509767592,0.00240310968137255,0.32885510892255,1,0.494945019535183,NaN,NaN,NaN,NaN,0,0
ES,20270017,CalibratedFlat,0.993237235619022,0.989991227370604,0.00240310968137255,0.960750586395622,1,0.979982454741207,NaN,NaN,NaN,1,1,1
ES,20270017,FullHCL,0.993237235619022,0.989991227370604,0.00240310968137255,0.960750586395622,1,0.979982454741207,NaN,NaN,NaN,1,1,1
BS,20270018,DirectFlat,0.997693148245579,0,0.0011605652156208,0,NaN,0,0,0,0,NaN,0,0
BS,20270018,CalibratedFlat,0.997693148245579,0.999797881801277,0.0011605652156208,0,NaN,0,0.999191853887183,1,0.999595763602555,1,1,1
BS,20270018,FullHCL,0.997693148245579,0.991799909572938,0.0011605652156208,0,NaN,0,1,0.967728890326755,0.983599819145875,1,1,1
EB,20270018,DirectFlat,0.977436490822069,0.240497905820644,0.00822658587098259,0.316652064113797,1,0.480995811641289,0,0,0,NaN,NaN,NaN
EB,20270018,CalibratedFlat,0.977436490822069,0.953121039998461,0.00822658587098259,0.885894926990817,0.957845052083333,0.920466098381168,0.971950933666693,1,0.985775981615753,NaN,NaN,NaN
EB,20270018,FullHCL,0.977436490822069,0.942070419301208,0.00822658587098259,0.846600566572238,0.972819010416667,0.905331717661315,0.981101599095461,0.976527331189711,0.978809120941101,NaN,NaN,NaN
EBS,20270018,DirectFlat,0.999302344447148,0.110762574364521,0.000466964945050172,0.199247632637177,1,0.332287723093564,0,0,0,NaN,0,0
EBS,20270018,CalibratedFlat,0.999302344447148,0.98719444381907,0.000466964945050172,0.993556045446837,0.95361328125,0.973174985466323,0.977082345503398,1,0.988408345990887,1,1,1
EBS,20270018,FullHCL,0.999302344447148,0.979390846455317,0.000466964945050172,0.943068916574673,0.973307291666667,0.957949539447337,0.986404586404586,0.974118408282109,0.980222999918613,1,1,1
ES,20270018,DirectFlat,0.992488490428883,0.247193723596862,0.00267118566176471,0.328362995029662,1,0.494387447193724,NaN,NaN,NaN,NaN,0,0
ES,20270018,CalibratedFlat,0.992488490428883,0.988858825401878,0.00267118566176471,0.956555590158829,0.999837239583333,0.977717650803756,0,NaN,0,1,1,1
ES,20270018,FullHCL,0.992488490428883,0.988899498687037,0.00267118566176471,0.956562354040168,1,0.977798997374075,NaN,NaN,NaN,1,1,1
BS,20270019,DirectFlat,0.99795235681703,0,0.0010278015223674,0,NaN,0,0,0,0,NaN,0,0
BS,20270019,CalibratedFlat,0.99795235681703,0.999817496045748,0.0010278015223674,0,NaN,0,0.999270250547312,1,0.999634992091495,1,1,1
BS,20270019,FullHCL,0.99795235681703,0.990704015865146,0.0010278015223674,0,NaN,0,0.999747474747475,0.963729308666018,0.981408031730293,1,1,1
EB,20270019,DirectFlat,0.992286265266767,0.24635124298316,0.00275978381693434,0.326878059161524,1,0.492702485966319,0,0,0,NaN,NaN,NaN
EB,20270019,CalibratedFlat,0.992286265266767,0.974915742236657,0.00275978381693434,0.957577720207254,0.962565104166667,0.960064935064935,0.979740424184869,1,0.989766549408379,NaN,NaN,NaN
EB,20270019,FullHCL,0.992286265266767,0.963099028146483,0.00275978381693434,0.913109524532888,0.978352864583333,0.944605955841911,0.987652301905307,0.975605815831987,0.981592100451054,NaN,NaN,NaN
EBS,20270019,DirectFlat,0.999512528029638,0.110918544194107,0.000325648039598802,0.1995841995842,1,0.332755632582322,0,0,0,NaN,0,0
EBS,20270019,CalibratedFlat,0.999512528029638,0.987976681186722,0.000325648039598802,0.995590230664858,0.955403645833333,0.975083056478405,0.977940009522298,1,0.988846987081762,1,1,1
EBS,20270019,FullHCL,0.999512528029638,0.978526914426593,0.000325648039598802,0.939855527638191,0.97412109375,0.956681585677749,0.986727122835944,0.971194417396949,0.978899157602028,1,1,1
ES,20270019,DirectFlat,0.993451370361387,0.247552278496313,0.00232651654411765,0.328995983935743,1,0.495104556992627,NaN,NaN,NaN,NaN,0,0
ES,20270019,CalibratedFlat,0.993451370361387,0.990263367916999,0.00232651654411765,0.961948011274663,0.999837239583333,0.980526735833998,0,NaN,0,1,1,1
ES,20270019,FullHCL,0.993451370361387,0.990304045966004,0.00232651654411765,0.96195396899953,1,0.980608091932009,NaN,NaN,NaN,1,1,1
BS,20270020,DirectFlat,0.997262718222186,0,0.00137351456942862,0,NaN,0,0,0,0,NaN,0,0
BS,20270020,CalibratedFlat,0.997262718222186,0.999654822335025,0.00137351456942862,0,NaN,0,0.998620241863485,1,0.999309644670051,1,1,1
BS,20270020,FullHCL,0.997262718222186,0.99174167974234,0.00137351456942862,0,NaN,0,0.999580325667282,0.967896618985696,0.983483359484681,1,1,1
EB,20270020,DirectFlat,0.98331384844298,0.243346007604563,0.00601670882195141,0.321608040201005,1,0.486692015209125,0,0,0,NaN,NaN,NaN
EB,20270020,CalibratedFlat,0.98331384844298,0.959567164864133,0.00601670882195141,0.914196567862715,0.953776041666667,0.933566990600605,0.971545354504009,1,0.985567339127661,NaN,NaN,NaN
EB,20270020,FullHCL,0.98331384844298,0.947245141453931,0.00601670882195141,0.868287003347402,0.971028645833333,0.916788321167883,0.981649131392219,0.97378640776699,0.977701961739978,NaN,NaN,NaN
EBS,20270020,DirectFlat,0.99912232227026,0.110921547918867,0.000586039242924119,0.199590683169282,1,0.332764643756601,0,0,0,NaN,0,0
EBS,20270020,CalibratedFlat,0.99912232227026,0.98704569272569,0.000586039242924119,0.99221394719025,0.9541015625,0.972784600066379,0.97697316182309,1,0.988352478110692,1,1,1
EBS,20270020,FullHCL,0.99912232227026,0.979297874412437,0.000586039242924119,0.942631993695824,0.973470052083333,0.95780286652254,0.98601628691289,0.974236020806242,0.98009075671477,1,1,1
ES,20270020,DirectFlat,0.992167945094873,0.247074435999517,0.00278607536764706,0.328152539657106,1,0.494148871999035,NaN,NaN,NaN,NaN,0,0
ES,20270020,CalibratedFlat,0.992167945094873,0.98831106870229,0.00278607536764706,0.954757462686567,0.99951171875,0.97662213740458,0,NaN,0,1,1,1
ES,20270020,FullHCL,0.992167945094873,0.988433102790365,0.00278607536764706,0.954778554778555,1,0.97686620558073,NaN,NaN,NaN,1,1,1
BS,20270021,DirectFlat,0.998022678665106,0,0.000998492073195582,0,NaN,0,0,0,0,NaN,0,0
BS,20270021,CalibratedFlat,0.998022678665106,0.999799180657081,0.000998492073195582,0,NaN,0,0.999197045126064,1,0.999598361314162,1,1,1
BS,20270021,FullHCL,0.998022678665106,0.991334913757868,0.000998492073195582,0,NaN,0,0.999916819164864,0.966007714561234,0.982669827515736,1,1,1
EB,20270021,DirectFlat,0.991605148842044,0.245318426831703,0.00302082933752733,0.325062166022962,1,0.490636853663406,0,0,0,NaN,NaN,NaN
EB,20270021,CalibratedFlat,0.991605148842044,0.965558047887302,0.00302082933752733,0.954613716002002,0.93115234375,0.942737084946857,0.977025013722261,1,0.988379010827748,0,NaN,0
EB,20270021,FullHCL,0.991605148842044,0.960883530203035,0.00302082933752733,0.911365369946606,0.972330729166667,0.940861485156312,0.984713684891621,0.977126805778491,0.980905575249758,NaN,NaN,NaN
EBS,20270021,DirectFlat,0.999433537799213,0.11054435538283,0.000380418242685101,0.198777055226633,1,0.33163306614849,0,0,0,NaN,0,0
EBS,20270021,CalibratedFlat,0.999433537799213,0.988056952336107,0.000380418242685101,0.994918699186992,0.9560546875,0.975099601593626,0.978378803365044,1,0.989071255414696,1,1,1
EBS,20270021,FullHCL,0.999433537799213,0.979262353403434,0.000380418242685101,0.942501575299307,0.973795572916667,0.957893051552994,0.986639511201629,0.973240115718419,0.979894008657308,1,1,1
ES,20270021,DirectFlat,0.993156958887871,0.247442609746275,0.00243183210784314,0.328802311891255,1,0.494885219492549,NaN,NaN,NaN,NaN,0,0
ES,20270021,CalibratedFlat,0.993156958887871,0.989589150378939,0.00243183210784314,0.96025661085902,0.998860677083333,0.979178300757878,0,NaN,0,1,1,1
ES,20270021,FullHCL,0.993156958887871,0.989874023281773,0.00243183210784314,0.960300093779306,1,0.979748046563547,NaN,NaN,NaN,1,1,1
BS,20270022,DirectFlat,0.997952024656812,0,0.00102775968739824,0,NaN,0,0,0,0,NaN,0,0
BS,20270022,CalibratedFlat,0.997952024656812,0.999857994887816,0.00102775968739824,0,NaN,0,0.999432140829074,1,0.999715989775632,1,1,1
BS,20270022,FullHCL,0.997952024656812,0.991624721511676,0.00102775968739824,0,NaN,0,0.999832186608491,0.967207792207792,0.983249443023352,1,1,1
EB,20270022,DirectFlat,0.990846374788608,0.246499498495486,0.00326553282770244,0.32713912997178,1,0.492998996990973,0,0,0,NaN,NaN,NaN
EB,20270022,CalibratedFlat,0.990846374788608,0.970202129140046,0.00326553282770244,0.950445344129555,0.955240885416667,0.952837080931894,0.975439708445571,1,0.987567177348199,NaN,NaN,NaN
EB,20270022,FullHCL,0.990846374788608,0.955925849955019,0.00326553282770244,0.899306602351522,0.971028645833333,0.933792455783378,0.984049987667516,0.972141000649773,0.97805924412666,NaN,NaN,NaN
EBS,20270022,DirectFlat,0.999447495856219,0.110918544194107,0.000369051754081278,0.1995841995842,1,0.332755632582322,0,0,0,NaN,0,0
EBS,20270022,CalibratedFlat,0.999447495856219,0.987201427376299,0.000369051754081278,0.994901427600272,0.952799479166667,0.973395410708347,0.97669256381798,1,0.98820887142055,1,1,1
EBS,20270022,FullHCL,0.999447495856219,0.979259566687546,0.000369051754081278,0.945042762115933,0.97119140625,0.957938673944453,0.985308601444517,0.974431818181818,0.979840026118185,1,1,1
ES,20270022,DirectFlat,0.992461770407064,0.247183778564532,0.00268075980392157,0.328345446772125,1,0.494367557129063,NaN,NaN,NaN,NaN,0,0
ES,20270022,CalibratedFlat,0.992461770407064,0.988858825401878,0.00268075980392157,0.956555590158829,0.999837239583333,0.977717650803756,0,NaN,0,1,1,1
ES,20270022,FullHCL,0.992461770407064,0.988860598345003,0.00268075980392157,0.956413449564135,1,0.977721196690006,NaN,NaN,NaN,1,1,1
BS,20270023,DirectFlat,0.99737532808399,0,0.00132409859441842,0,NaN,0,0,0,0,NaN,0,0
BS,20270023,CalibratedFlat,0.99737532808399,0.999698055477274,0.00132409859441842,0,NaN,0,0.998792950832864,1,0.999396110954547,1,1,1
BS,20270023,FullHCL,0.99737532808399,0.991562909567497,0.00132409859441842,0,NaN,0,0.999833388870377,0.966967450854012,0.983125819134993,1,1,1
EB,20270023,DirectFlat,0.99146670946687,0.245996156310058,0.00305707823820294,0.32625318606627,1,0.491992312620115,0,0,0,NaN,NaN,NaN
EB,20270023,CalibratedFlat,0.99146670946687,0.972287537825609,0.00305707823820294,0.952619663648124,0.958821614583333,0.955710577547047,0.977974263835162,1,0.988864498104171,NaN,NaN,NaN
EB,20270023,FullHCL,0.99146670946687,0.957887328627194,0.00305707823820294,0.901987353206865,0.97509765625,0.937118723603942,0.985830125317389,0.971585405230869,0.978655933650445,NaN,NaN,NaN
EBS,20270023,DirectFlat,0.999271054379343,0.110621978556189,0.000488939110782737,0.19894440306965,1,0.331865935668566,0,0,0,NaN,0,0
EBS,20270023,CalibratedFlat,0.999271054379343,0.986836612320302,0.000488939110782737,0.99388379204893,0.9521484375,0.972568578553616,0.976169878096736,1,0.987941258407291,1,1,1
EBS,20270023,FullHCL,0.999271054379343,0.978260251194306,0.000488939110782737,0.94226510597912,0.969563802083333,0.955719557195572,0.984363547520156,0.973815662262327,0.979061196387348,1,1,1
ES,20270023,DirectFlat,0.992141242329637,0.247064500562972,0.00279564950980392,0.328135013885922,1,0.494129001125945,NaN,NaN,NaN,NaN,0,0
ES,20270023,CalibratedFlat,0.992141242329637,0.988312927333439,0.00279564950980392,0.954616101958346,0.999674479166667,0.976625854666879,0,NaN,0,1,1,1
ES,20270023,FullHCL,0.992141242329637,0.988394276629571,0.00279564950980392,0.954630205096333,1,0.976788553259141,NaN,NaN,NaN,1,1,1
BS,20270024,DirectFlat,0.998239115914749,0,0.000885766646304215,0,NaN,0,0,0,0,NaN,0,0
BS,20270024,CalibratedFlat,0.998239115914749,0.999858591572058,0.000885766646304215,0,NaN,0,0.999434526213749,1,0.999717183144115,1,1,1
BS,20270024,FullHCL,0.998239115914749,0.991347062934188,0.000885766646304215,0,NaN,0,0.999832705980761,0.966133204009053,0.982694125868377,1,1,1
EB,20270024,DirectFlat,0.991737299429607,0.245377211549982,0.00297287966550309,0.325165387668695,1,0.490754423099964,0,0,0,NaN,NaN,NaN
EB,20270024,CalibratedFlat,0.991737299429607,0.97216809378057,0.00297287966550309,0.954405322083401,0.957356770833333,0.95587876818071,0.977178260528586,1,0.988457419380429,NaN,NaN,NaN
EB,20270024,FullHCL,0.991737299429607,0.957283233032709,0.00297287966550309,0.903313663186564,0.9716796875,0.936250294048459,0.984477854530679,0.97223113964687,0.978316172016959,NaN,NaN,NaN
EBS,20270024,DirectFlat,0.999497071659177,0.11077755240027,0.000336678396107563,0.19927994550939,1,0.332332657200811,0,0,0,NaN,0,0
EBS,20270024,CalibratedFlat,0.999497071659177,0.988794143332779,0.000336678396107563,0.995941146626078,0.95849609375,0.976859915401841,0.979262308057622,1,0.989522514596497,1,1,1
EBS,20270024,FullHCL,0.999497071659177,0.979190112722567,0.000336678396107563,0.941814750746973,0.974772135416667,0.95801007758138,0.986954381358713,0.972276107339153,0.979560260586319,1,1,1
ES,20270024,DirectFlat,0.993344291449974,0.247512387704951,0.0023648131127451,0.328925531345361,1,0.495024775409902,NaN,NaN,NaN,NaN,0,0
ES,20270024,CalibratedFlat,0.993344291449974,0.990106909206957,0.0023648131127451,0.961345852895149,0.999837239583333,0.980213818413914,0,NaN,0,1,1,1
ES,20270024,FullHCL,0.993344291449974,0.99014758675708,0.0023648131127451,0.961351901110937,1,0.98029517351416,NaN,NaN,NaN,1,1,1
BS,20270025,DirectFlat,0.997312316863696,0,0.00135432365280437,0,NaN,0,0,0,0,NaN,0,0
BS,20270025,CalibratedFlat,0.997312316863696,0.999697470856359,0.00135432365280437,0,NaN,0,0.998790615173748,1,0.999394941712718,1,1,1
BS,20270025,FullHCL,0.997312316863696,0.99244193191594,0.00135432365280437,0,NaN,0,0.999833652166681,0.970374556021957,0.984883863831879,1,1,1
EB,20270025,DirectFlat,0.985403602401601,0.244430299172502,0.00523866074164879,0.323504633529907,1,0.488860598345003,0,0,0,NaN,NaN,NaN
EB,20270025,CalibratedFlat,0.985403602401601,0.958170671926017,0.00523866074164879,0.921854942233633,0.93505859375,0.928409825468649,0.976150859678314,1,0.987931518383385,0,NaN,0
EB,20270025,FullHCL,0.985403602401601,0.949900356897901,0.00523866074164879,0.874087058136138,0.973958333333333,0.921324095458045,0.984710234278668,0.972321428571429,0.978476618337758,NaN,NaN,NaN
EBS,20270025,DirectFlat,0.999140907396301,0.11067279113753,0.000575711492504888,0.199053975247846,1,0.332018373412591,0,0,0,NaN,0,0
EBS,20270025,CalibratedFlat,0.999140907396301,0.986641293211151,0.000575711492504888,0.992367706919946,0.952311197916667,0.971926910299003,0.976278666561589,1,0.98799696933445,1,1,1
EBS,20270025,FullHCL,0.999140907396301,0.979459448247651,0.000575711492504888,0.945474718655888,0.970865885416667,0.958002087850317,0.984848484848485,0.975944462382951,0.980376256892637,1,1,1
ES,20270025,DirectFlat,0.991820921222557,0.246945337620579,0.00291053921568627,0.327924850555081,1,0.493890675241158,NaN,NaN,NaN,NaN,0,0
ES,20270025,CalibratedFlat,0.991820921222557,0.987888174092606,0.00291053921568627,0.952846285093842,0.999837239583333,0.975776348185212,0,NaN,0,1,1,1
ES,20270025,FullHCL,0.991820921222557,0.987928843710292,0.00291053921568627,0.952853598014888,1,0.975857687420585,NaN,NaN,NaN,1,1,1
BS,20270026,DirectFlat,0.99797685522376,0,0.00101816404659119,0,NaN,0,0,0,0,NaN,0,0
BS,20270026,CalibratedFlat,0.99797685522376,0.999858637263217,0.00101816404659119,0,NaN,0,0.999434708875071,1,0.999717274526435,1,1,1
BS,20270026,FullHCL,0.99797685522376,0.992019203151286,0.00101816404659119,0,NaN,0,0.999666527719883,0.968891402714932,0.984038406302573,1,1,1
EB,20270026,DirectFlat,0.991447509087022,0.24582883207298,0.00306713184833033,0.325958936813624,1,0.491657664145961,0,0,0,NaN,NaN,NaN
EB,20270026,CalibratedFlat,0.991447509087022,0.973567471962203,0.00306713184833033,0.953687268032919,0.9619140625,0.957782999756908,0.978928261384263,1,0.989351944167497,NaN,NaN,NaN
EB,20270026,FullHCL,0.991447509087022,0.959367795677371,0.00306713184833033,0.906406179009541,0.97412109375,0.939044481054366,0.985242560130453,0.974201870364399,0.979691110300377,NaN,NaN,NaN
EBS,20270026,DirectFlat,0.999416077337313,0.110747600378532,0.000390998349118081,0.19921533024221,1,0.332242801135596,0,0,0,NaN,0,0
EBS,20270026,CalibratedFlat,0.999416077337313,0.988452877441521,0.000390998349118081,0.995095552173178,0.957682291666667,0.976030521688646,0.978881594558254,1,0.989328110635917,1,1,1
EBS,20270026,FullHCL,0.999416077337313,0.980201684468996,0.000390998349118081,0.944672131147541,0.975423177083333,0.959801409352979,0.987389452997052,0.974305106658048,0.98080364405401,1,1,1
ES,20270026,DirectFlat,0.992916206534328,0.247352953017432,0.0025179993872549,0.3286440224659,1,0.494705906034865,NaN,NaN,NaN,NaN,0,0
ES,20270026,CalibratedFlat,0.992916206534328,0.989400701306981,0.0025179993872549,0.95893191755153,0.99951171875,0.978801402613962,0,NaN,0,1,1,1
ES,20270026,FullHCL,0.992916206534328,0.989522747191459,0.0025179993872549,0.958951147182769,1,0.979045494382918,NaN,NaN,NaN,1,1,1
BS,20270027,DirectFlat,0.997161164733555,0,0.00142432751393806,0,NaN,0,0,0,0,NaN,0,0
BS,20270027,CalibratedFlat,0.997161164733555,0.999756216479766,0.00142432751393806,0,NaN,0,0.999025341130604,1,0.999512432959532,1,1,1
BS,20270027,FullHCL,0.997161164733555,0.991631885615108,0.00142432751393806,0,NaN,0,0.999831918648626,0.967235772357724,0.983263771230216,1,1,1
EB,20270027,DirectFlat,0.991024104408044,0.245103123628675,0.003231807894434,0.32468424668393,1,0.49020624725735,0,0,0,NaN,NaN,NaN
EB,20270027,CalibratedFlat,0.991024104408044,0.973256047355199,0.003231807894434,0.951721918249115,0.962565104166667,0.957112801424179,0.979020979020979,1,0.989399293286219,NaN,NaN,NaN
EB,20270027,FullHCL,0.991024104408044,0.959710343709498,0.003231807894434,0.904740338164251,0.975423177083333,0.93875313283208,0.986360315011772,0.975040128410915,0.980667554586915,NaN,NaN,NaN
EBS,20270027,DirectFlat,0.999122208134205,0.110924551806315,0.000586013803880714,0.199597167175622,1,0.332773655418946,0,0,0,NaN,0,0
EBS,20270027,CalibratedFlat,0.999122208134205,0.98862440170208,0.000586013803880714,0.992263706693576,0.960286458333333,0.97601323407775,0.979923518164436,1,0.989859971028489,1,1,1
EBS,20270027,FullHCL,0.999122208134205,0.97958984583423,0.000586013803880714,0.941001098383807,0.97607421875,0.95821682511784,0.987628865979381,0.973577235772358,0.980552712384852,1,1,1
ES,20270027,DirectFlat,0.992408334679373,0.247163890900314,0.00269990808823529,0.328310355883296,1,0.494327781800628,NaN,NaN,NaN,NaN,0,0
ES,20270027,CalibratedFlat,0.992408334679373,0.988660778228694,0.00269990808823529,0.956095282578235,0.99951171875,0.977321556457388,0,NaN,0,1,1,1
ES,20270027,FullHCL,0.992408334679373,0.988742143368605,0.00269990808823529,0.956108949416342,0.999837239583333,0.977484286737211,0,NaN,0,1,1,1
BS,20270028,DirectFlat,0.997265379707092,0,0.001373850036636,0,NaN,0,0,0,0,NaN,0,0
BS,20270028,CalibratedFlat,0.997265379707092,0.999797291818698,0.001373850036636,0,NaN,0,0.999189495866429,1,0.999594583637396,1,1,1
BS,20270028,FullHCL,0.997265379707092,0.991147703355206,0.001373850036636,0,NaN,0,0.99983197513232,0.965363400389358,0.982295406710412,1,1,1
EB,20270028,DirectFlat,0.959044279963641,0.234898302492736,0.0151030493410971,0.307015790525685,1,0.469796604985472,0,0,0,NaN,NaN,NaN
EB,20270028,CalibratedFlat,0.959044279963641,0.929488740196499,0.0151030493410971,0.807908828779349,0.957682291666667,0.876442988009235,0.965668600094059,1,0.982534492383763,NaN,NaN,NaN
EB,20270028,FullHCL,0.959044279963641,0.921134281880026,0.0151030493410971,0.772979244553307,0.975911458333333,0.862671750233796,0.981032237056333,0.978165584415584,0.979596813526256,NaN,NaN,NaN
EBS,20270028,DirectFlat,0.999415166677497,0.110903528010181,0.000390794615718628,0.199551787976225,1,0.332710584030542,0,0,0,NaN,0,0
EBS,20270028,CalibratedFlat,0.999415166677497,0.988411389290227,0.000390794615718628,0.995263068854678,0.95751953125,0.976026545002074,0.978645709295864,1,0.989207622868606,1,1,1
EBS,20270028,FullHCL,0.999415166677497,0.97926285937787,0.000390794615718628,0.941833045118692,0.97509765625,0.958176729308277,0.986910348234132,0.972420506164828,0.979611848825332,1,1,1
ES,20270028,DirectFlat,0.993183716356387,0.247452575617222,0.00242225796568627,0.328819909017929,1,0.494905151234444,NaN,NaN,NaN,NaN,0,0
ES,20270028,CalibratedFlat,0.993183716356387,0.989831725017944,0.00242225796568627,0.960437842064113,0.999674479166667,0.979663450035888,0,NaN,0,1,1,1
ES,20270028,FullHCL,0.993183716356387,0.989913085080935,0.00242225796568627,0.960450211036423,1,0.979826170161869,NaN,NaN,NaN,1,1,1
BS,20270029,DirectFlat,0.997483561977433,0,0.00126139322916667,0,NaN,0,0,0,0,NaN,0,0
BS,20270029,CalibratedFlat,0.997483561977433,0.99975597852611,0.00126139322916667,0,NaN,0,0.999024390243902,1,0.999511957052221,1,1,1
BS,20270029,FullHCL,0.997483561977433,0.991729385493342,0.00126139322916667,0,NaN,0,0.999747771985875,0.967692057291667,0.983458770986684,1,1,1
EB,20270029,DirectFlat,0.990672241878418,0.246232766912472,0.00333333333333333,0.32666950233943,1,0.492465533824944,0,0,0,NaN,NaN,NaN
EB,20270029,CalibratedFlat,0.990672241878418,0.972268180373517,0.00333333333333333,0.949373191899711,0.96142578125,0.95536147501213,0.978581627796287,1,0.989174885734905,NaN,NaN,NaN
EB,20270029,FullHCL,0.990672241878418,0.959003717145914,0.00333333333333333,0.90199909815121,0.976725260416667,0.937876064702665,0.986611909650924,0.973735408560311,0.980131369589164,NaN,NaN,NaN
EBS,20270029,DirectFlat,0.999414405621706,0.111014744145707,0.000390625,0.199791883454735,1,0.333044232437121,0,0,0,NaN,0,0
EBS,20270029,CalibratedFlat,0.999414405621706,0.988760219993746,0.000390625,0.995102178686033,0.958984375,0.976709490261086,0.979357615366223,1,0.989571169720153,1,1,1
EBS,20270029,FullHCL,0.999414405621706,0.980460089931669,0.000390625,0.945732765420413,0.975748697916667,0.960506288552431,0.987303157721164,0.974527994791667,0.980873981242577,1,1,1
ES,20270029,DirectFlat,0.992167945094873,0.247074435999517,0.00278607536764706,0.328152539657106,1,0.494148871999035,NaN,NaN,NaN,NaN,0,0
ES,20270029,CalibratedFlat,0.992167945094873,0.988107549120993,0.00278607536764706,0.954722265442664,0.998697916666667,0.976215098241985,0,NaN,0,1,1,1
